First row	Bin lower limit (um)	Second row	Bin upper limit (um)	0.28137675	0.3125175	0.34365825	0.3762438	0.4117295	0.45037345	0.49245665	0.53828535	0.5881927	0.6425419	0.7017281	0.76618195	0.8363721	0.91280925	0.99604925	1.08669765	1.1854137	1.29291555	1.409985	1.5374737	1.67630885	1.82750035	1.99214785	2.171449	2.36670795	2.57934495	2.81090665	3.06307735	3.33769125	3.63674575	3.96241615	4.31707115	4.7032905	5.12388335	5.581909	6.0806989	6.6238811	7.21540655	7.8595777	8.56108015	9.32501625	10.1569427	11.0629106	12.04950965	13.123916	14.29394455	15.56810555	16.955667	18.4667213	20.11225955	21.9042506	23.85572895	25.9808888	28.29518795	30.81545965	33.5600356	36.5488787	39.80372895	43.3482608	47.208256	51.4117908	55.98944015	60.97450035	66.40323085	72.31511845	78.75316395	85.76419555	93.39920895	101.7137386	110.7682613	120.6286366	131.3665853	143.0602113	155.7945701	169.6622869	184.7642304
Age (ka BP)	Dust MAR (g/m2/a)	Age error (ka)	MAR error (g/m2/a)	0.3125175	0.34365825	0.3762438	0.4117295	0.45037345	0.49245665	0.53828535	0.5881927	0.6425419	0.7017281	0.76618195	0.8363721	0.91280925	0.99604925	1.08669765	1.1854137	1.29291555	1.409985	1.5374737	1.67630885	1.82750035	1.99214785	2.171449	2.36670795	2.57934495	2.81090665	3.06307735	3.33769125	3.63674575	3.96241615	4.31707115	4.7032905	5.12388335	5.581909	6.0806989	6.6238811	7.21540655	7.8595777	8.56108015	9.32501625	10.1569427	11.0629106	12.04950965	13.123916	14.29394455	15.56810555	16.955667	18.4667213	20.11225955	21.9042506	23.85572895	25.9808888	28.29518795	30.81545965	33.5600356	36.5488787	39.80372895	43.3482608	47.208256	51.4117908	55.98944015	60.97450035	66.40323085	72.31511845	78.75316395	85.76419555	93.39920895	101.7137386	110.7682613	120.6286366	131.3665853	143.0602113	155.7945701	169.6622869	184.7642304	208.3394615
3.64	0.00029	0.73	0.00006	NA	NA	NA	NA	NA	NA	NA	NA	0	0.097017856	0.739512867	1.502586754	1.846228677	2.247897245	2.859800829	3.472630691	3.920272325	4.609243496	5.154620051	5.735699344	6.129623213	5.847307989	6.408572286	7.292158809	8.38591857	8.448501209	6.441438144	4.819264818	3.866878057	2.613908798	1.392785031	1.888668614	4.279464328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3.67	0.00027	0.73	0.00006	NA	NA	NA	NA	NA	NA	NA	NA	0	0.148703801	1.029479192	1.911822527	2.367331568	2.935523052	3.351167485	3.95747758	4.757157132	5.388131726	5.729152361	5.940356012	5.811384675	6.185346362	6.60325889	6.154510005	5.86136434	6.066730772	6.483905029	5.585714304	3.832717045	3.098024284	2.519307919	2.034320058	2.247113882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3.72	0.00014	0.78	0.00003	NA	NA	NA	NA	NA	NA	NA	NA	0	0.151899971	1.095185387	1.992109367	2.292960265	2.838877765	3.284455003	3.452760393	4.179137882	4.658646794	4.948694091	5.279316329	5.453929476	6.526699729	6.429275847	5.783846085	5.566246587	6.970736329	6.832571758	4.665280144	4.497674628	5.300811231	4.118527066	3.680357869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3.77	0.00036	0.79	0.00008	NA	NA	NA	NA	NA	NA	NA	NA	0	0.137949336	0.876940766	1.680995569	2.087497503	2.518511911	3.141585621	3.731405684	4.486995401	5.16522925	5.591353829	6.004671554	6.294905283	6.488247537	7.245413533	7.081595804	6.103873924	5.776019579	5.271823489	5.423530073	4.684788945	3.494910288	2.944931865	2.206235741	1.560587515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3.84	0.00029	0.84	0.00007	NA	NA	NA	NA	NA	NA	NA	NA	0	0.12008893	0.996813476	1.881387162	2.359562104	2.876680859	3.357001065	3.766456524	4.462470817	5.253756689	5.664599678	5.500656092	5.614117018	6.139472583	6.493853883	6.813255729	6.275577925	5.862300802	5.611845601	5.427922943	4.681508669	3.751826178	3.480980315	2.088908231	1.518956729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3.91	0.00046	0.86	0.00011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3.95	0.00018	0.87	0.00004	NA	NA	NA	NA	NA	NA	NA	NA	0	0.09095083	0.831211407	1.558789136	1.865413923	2.25350788	2.679129971	3.135476419	3.757485086	4.604814095	5.093701504	5.876870753	6.418117266	6.457549501	6.467279758	5.904644263	6.735768587	8.885201795	7.199520151	6.184405603	5.47268298	2.514948923	1.956391876	1.905600659	2.150537634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.00	0.00031	0.88	0.00007	NA	NA	NA	NA	NA	NA	NA	NA	0	0.111361522	0.860399303	1.686264207	2.166206103	2.600221069	3.078410818	3.59633167	4.146620782	4.498507799	4.801768663	5.303145827	5.898668229	6.462608152	6.367479795	7.027831707	7.451425407	6.293488345	5.396065447	5.302408032	4.180111254	3.058128613	2.845548766	3.163043727	3.703954765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.03	0.00037	0.88	0.00009	NA	NA	NA	NA	NA	NA	NA	NA	0	0.084055216	0.798571982	1.57082716	1.985822408	2.451341324	2.880568704	3.426811566	3.884287598	4.44465206	5.406871257	5.901869948	5.871848772	6.272431064	6.835065425	6.932772656	6.93795478	7.021484179	6.031403824	4.393928951	4.701064558	3.990061204	2.580732748	2.840183832	2.755388786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.10	0.00016	0.87	0.00004	NA	NA	NA	NA	NA	NA	NA	NA	0	0.094915596	0.873657937	1.843932106	2.170040818	2.519008227	3.274559161	3.962453939	4.553299235	5.014209529	5.529892704	6.076219137	6.235698219	6.380343675	6.4859161	6.170348716	7.101649122	7.024727984	5.824425437	5.19463674	4.889636777	3.135719226	1.883830455	3.76087916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.13	0.00062	0.87	0.00013	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0753865	0.562826509	1.108403222	1.395077331	1.717463092	2.126455028	2.671434052	3.068672497	3.411273725	3.95851383	4.641560512	5.354372115	5.424435795	5.653919834	5.978974739	6.707742332	7.196490275	6.634172643	6.04995636	7.160819308	7.259377747	4.603982483	4.267559009	2.971131062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.22	0.00054	0.84	0.00011	NA	NA	NA	NA	NA	NA	NA	NA	0	0.09220373	0.771064456	1.487446104	1.775565891	2.151923536	2.601397383	3.224590071	3.777163994	4.307132172	4.794108822	5.15423228	5.505141949	5.980184731	6.412533471	6.983010397	7.506701464	7.203303992	6.139072162	5.066256088	4.762465896	4.160472025	3.408899374	3.399823126	3.335306888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.25	0.00043	0.84	0.00009	NA	NA	NA	NA	NA	NA	NA	NA	0	0.203322002	1.627823302	3.11739199	3.756818464	4.545129051	5.36998146	5.934592825	6.525181847	6.878652802	6.922876492	6.991778584	6.549685329	6.317256916	6.069840514	5.315536456	5.148127578	4.216981027	3.089052436	2.64269263	1.797931151	1.408443818	1.797983284	3.772920042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.32	0.00076	0.79	0.00014	NA	NA	NA	NA	NA	NA	NA	NA	0	0.083841546	0.686243116	1.371548897	1.694521214	2.136225519	2.554821134	3.050788799	3.633490094	4.252877692	4.889767775	5.084611688	5.337780877	6.290293324	6.465986043	6.396129557	7.204679887	6.655060218	6.343543513	5.992105732	5.738412358	5.20627144	3.359800459	2.845615464	2.725583657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.35	0.00082	0.79	0.00015	NA	NA	NA	NA	NA	NA	NA	NA	0	0.078787957	0.599593456	1.169620606	1.459674374	1.817596088	2.256427053	2.751056408	3.325996481	3.911318585	4.427731853	4.884507011	5.22015797	5.719270486	6.159279595	7.103726574	7.488728442	7.049417203	6.833932083	6.941768162	6.66140506	4.92353005	3.472023877	3.226545353	2.517905274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.42	0.00045	0.77	0.00008	NA	NA	NA	NA	NA	NA	NA	NA	0	0.095466175	0.78547607	1.604417151	2.046093227	2.449807035	2.993921831	3.732168766	4.527772119	5.128632016	5.744350501	6.885282715	7.84017236	8.394520447	8.590342258	7.816943306	7.290388241	6.296156533	4.901285057	3.854221453	2.965592542	2.635978175	1.877507038	1.543504986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4.45	0.00030	0.79	0.00006	NA	NA	NA	NA	NA	NA	NA	NA	0	0.11076942	0.823487963	1.675802272	2.136815878	2.582582724	3.15939682	3.570280573	4.265332166	5.059804111	5.600298575	6.41446616	6.853005863	6.735847855	6.877125317	7.184674266	7.479121226	7.071685813	6.48679261	5.157848744	4.06382075	3.247168092	3.443872802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
