Id	Name	Longitude	Latitude	Depth	RecentDate	OldestDate	Archive	DataType	OriginalDataReference	OriginalDataDOI	DatabaseReference	DatabaseDOI
385	-	22.75	-158	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
386	-	22.87	-157.76	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
387	-	23.74	-155.96	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
388	-	24.95	-153.44	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
389	-	25.92	-151.39	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
390	-	27.99	-150.15	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
391	-	28.84	-150.45	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
392	-	26.49	-152.17	0	0	0	Iron from dust sample	Iron	Buck et al. GGG, 2006	10.1029/2005GC000977	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
393	-	21.5	-160	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
394	-	22.2	-162	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
395	-	23.3	-168	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
396	-	24.4	-172	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
397	-	26.1	-175	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
398	-	26.8	179	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
399	-	27.3	175	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
400	-	27.6	170	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
401	-	27.6	170	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
402	-	27.4	173	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
403	-	26.7	178	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
404	-	26	-175	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
405	-	25.6	-174	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
406	-	24.8	-171	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
407	-	24.2	-166	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
408	-	22.5	-158	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
409	-	22.8	-158	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
410	-	22.8	-158	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
411	-	23.5	-162	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
412	-	24	-165	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
413	-	24.5	-167	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
414	-	24.9	-170	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
415	-	26.1	-175	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
416	-	26	-175	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
417	-	26	-175	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
418	-	26	-175	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
419	-	26	-175	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
420	-	24.7	-170	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
421	-	23.6	-167	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
422	-	22.9	-164	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
423	-	22.8	-160	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
424	-	22.5	-157	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
425	-	23.5	-157	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
426	-	23.5	-157	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
427	-	24.2	-156	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
428	-	24.2	-155	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
429	-	23.7	-156	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
430	-	23.3	-159	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
431	-	23.8	-159	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
432	-	22.5	-159	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
433	-	19.7	-156	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
434	-	19.4	-156	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
435	-	19.8	-155	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
436	-	20.3	-156	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
437	-	20.1	-156	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
438	-	20.9	-156	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
439	-	23.2	-158	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
440	-	21.6	-158	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
441	-	20.2	-157	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
442	-	19.7	-157	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
443	-	18.5	-157	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
444	-	18.7	-156	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
445	-	19.2	-156	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
446	-	19.5	-157	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
447	-	19.5	-158	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
448	-	19.5	-159	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
449	-	20	-160	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
450	-	20.8	-160	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
451	-	21	-159	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
452	-	20.6	-158	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
453	-	20.3	-158	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
454	-	19.7	-161	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
455	-	19.1	-162	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
456	-	19.8	-162	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004, data from Mahowald,2009	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
457	-	-30.9	32.3	0	0	0	Iron from dust sample	Iron	Witt et al. (2006) Atm. Environ. 409, 5435-5451.		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
458	-	-30.5	30.9	0	0	0	Iron from dust sample	Iron	Witt et al. (2006) Atm. Environ. 409, 5435-5451.		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
459	-	-33	39.9	0	0	0	Iron from dust sample	Iron	Witt et al. (2006) Atm. Environ. 409, 5435-5451.		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
460	-	-33.1	44.6	0	0	0	Iron from dust sample	Iron	Witt et al. (2006) Atm. Environ. 409, 5435-5451.		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
461	-	-33.8	52.8	0	0	0	Iron from dust sample	Iron	Witt et al. (2006) Atm. Environ. 409, 5435-5451.		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
462	-	-34	63.7	0	0	0	Iron from dust sample	Iron	Witt et al. (2006) Atm. Environ. 409, 5435-5451.		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
463	-	-32.4	75.3	0	0	0	Iron from dust sample	Iron	Witt et al. (2006) Atm. Environ. 409, 5435-5451.		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
464	-	-30.8	78.5	0	0	0	Iron from dust sample	Iron	Witt et al. (2006) Atm. Environ. 409, 5435-5451.		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
465	-	-31.5	87	0	0	0	Iron from dust sample	Iron	Witt et al. (2006) Atm. Environ. 409, 5435-5451.		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
466	-	-32.5	91.1	0	0	0	Iron from dust sample	Iron	Witt et al. (2006) Atm. Environ. 409, 5435-5451.		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
467	-	-34.2	99.5	0	0	0	Iron from dust sample	Iron	Witt et al. (2006) Atm. Environ. 409, 5435-5451.		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
468	-	-32.8	106	0	0	0	Iron from dust sample	Iron	Witt et al. (2006) Atm. Environ. 409, 5435-5451.		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
469	-	-32	110.6	0	0	0	Iron from dust sample	Iron	Witt et al. (2006) Atm. Environ. 409, 5435-5451.		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
470	-	-9.6725	57.25833333	0	0	0	Iron from dust sample	Iron	Witt et al, 2010		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
471	-	-12.47416667	60.29083333	0	0	0	Iron from dust sample	Iron	Witt et al, 2010		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
472	-	-14.585	63.51666667	0	0	0	Iron from dust sample	Iron	Witt et al, 2010		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
473	-	-16.07416667	65.7125	0	0	0	Iron from dust sample	Iron	Witt et al, 2010		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
474	-	-19.16166667	65.78166667	0	0	0	Iron from dust sample	Iron	Witt et al, 2010		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
475	-	-18.85583333	64.25	0	0	0	Iron from dust sample	Iron	Witt et al, 2010		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
476	-	-19.9075	63.24083333	0	0	0	Iron from dust sample	Iron	Witt et al, 2010		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
477	-	-49	144	0	0	0	Iron from dust sample	Iron	Bowie,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
478	-	-12.8	-145.9	0	0	0	Iron from dust sample	Iron	Wagener et al., 2008		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
479	-	-9.6	-139.5	0	0	0	Iron from dust sample	Iron	Wagener et al., 2008		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
480	-	-29.6	-100.2	0	0	0	Iron from dust sample	Iron	Wagener et al., 2008		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
481	-	-32.8	-83	0	0	0	Iron from dust sample	Iron	Wagener et al., 2008		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
482	-	-0.5	109.3	0	0	0	Iron from dust sample	Iron	Maenhaut,2002		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
483	-	-0.3	100.3	0	0	0	Iron from dust sample	Iron	Maenhaut,2002		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
484	-	-12.7	132.9	0	0	0	Iron from dust sample	Iron	Maenhaut,2000		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
485	-	-16	29.5	0	0	0	Iron from dust sample	Iron	Maenhaut,2000		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
486	-	-33.9	150.9	0	0	0	Iron from dust sample	Iron	Cohen,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
487	-	-57.2	-67.1	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
488	-	-55.7	-63.4	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
489	-	-57.5	-54.9	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
490	-	-61.1	-27.7	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
491	-	-58.2	-20.3	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
492	-	-57.7	-15.7	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
493	-	-57.3	-9.8	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
494	-	-57.7	-3.5	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
495	-	-56.7	0.2	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
496	-	-54.2	1.7	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
497	-	-51.7	3.2	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
498	-	-48.8	4.8	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
499	-	-46.3	7	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
500	-	-43.6	9.7	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
501	-	-40.4	10.7	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
502	-	-38.3	12.6	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
503	-	-36.8	15.2	0	0	0	Iron from dust sample	Iron	Maenhaut, unpublished, from Mahowald, 2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
504	-	25.08	123.2	0	0	0	Iron from dust sample	Iron	Hsu et al., 2010	Sources, solubility, and dry deposition of aerosol trace elements over the East China Sea, Mar. Chem., 120(1), 116-127, 2010.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
505	-	26.08333333	119.3	0	0	0	Iron from dust sample	Iron	Xu et al., 2012	Seasonal variations and chemical compositions of PM2.5 aerosol in the urban area of Fuzhou, China, Atmos. Res., 104, 264-272, 2012.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
506	-	26.08333333	119.3	0	0	0	Iron from dust sample	Iron	Xu et al., 2012	Seasonal variations and chemical compositions of PM2.5 aerosol in the urban area of Fuzhou, China, Atmos. Res., 104, 264-272, 2012.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
507	-	26.08333333	119.3	0	0	0	Iron from dust sample	Iron	Xu et al., 2012	Seasonal variations and chemical compositions of PM2.5 aerosol in the urban area of Fuzhou, China, Atmos. Res., 104, 264-272, 2012.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
508	-	26.08333333	119.3	0	0	0	Iron from dust sample	Iron	Xu et al., 2012	Seasonal variations and chemical compositions of PM2.5 aerosol in the urban area of Fuzhou, China, Atmos. Res., 104, 264-272, 2012.	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
