Id	Name	Longitude	Latitude	Depth	RecentDate	OldestDate	Archive	DataType	OriginalDataReference	OriginalDataDOI	DatabaseReference	DatabaseDOI
120	-	39	-20	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
121	-	37.5	-20	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
122	-	36	-20	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
123	-	34.2	-21	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
124	-	32.5	-22	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
125	-	31.1	-22.7	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
126	-	30.7	-21.7	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
127	-	30.9	-21.1	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
128	-	29.1	-23.9	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
129	-	27.5	-24.8	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
130	-	26	-25.6	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
131	-	24.4	-27.3	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
132	-	23	-28.4	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
133	-	21.1	-29	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
134	-	19.5	-29	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
135	-	18	-29	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
136	-	16.3	-29	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
137	-	15	-29	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
138	-	13.4	-29	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
139	-	11.7	-29	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
140	-	10	-28.5	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
141	-	8.7	-27.8	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
142	-	7.5	-27.2	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
143	-	5.7	-26.3	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
144	-	4	-25.5	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
145	-	2.3	-25	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
146	-	1	-25	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
147	-	-0.4	-25	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
148	-	-2	-25	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
149	-	-3	-25	0	0	0	Iron from dust sample	Iron	Buck et al,2010	10.1016/j.marchem.2008.08.003	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
150	-	32.2	-64.45	0	0	0	Iron from dust sample	Iron	Sholkovitz et al., 2012	10.1016/j.gca.2012.04.022	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
151	-	13.17	59.43	0	0	0	Iron from dust sample	Iron	Sholkovitz et al., 2012	10.1016/j.gca.2012.04.022	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
152	-	10.8	-56.2	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
153	-	10.3	-52.6	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
154	-	10	-49.7	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
155	-	10	-46.4	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
156	-	10	-43.3	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
157	-	10	-40.3	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
158	-	10	-37.6	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
159	-	10	-34.8	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
160	-	10	-31.8	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
161	-	10	-28.9	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
162	-	8.5	-26.9	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
163	-	5	-26.3	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
164	-	1.6	-26.1	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
165	-	0	-24.7	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
166	-	1	-23.5	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
167	-	7.2	-24.4	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
168	-	9.5	-24.7	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
169	-	10.8	-23.2	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
170	-	11.3	-20.2	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
171	-	11.1	-17.7	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
172	-	10.8	-18	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
173	-	11	-19.7	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
174	-	10.2	-19.7	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
175	-	8.2	-18	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
176	-	6.1	-15.4	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
177	-	4.7	-11.9	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
178	-	3.8	-8	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
179	-	3.6	-3.7	0	0	0	Iron from dust sample	Iron	Baker,2006 GRL	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
180	-	46.6	-7.9	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
181	-	42	-11.3	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
182	-	36.9	-14.5	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
183	-	32.6	-16.1	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
184	-	27.8	-17.5	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
185	-	22.7	-18.3	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
186	-	18	-18.5	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
187	-	13.1	-18.4	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
188	-	3.5	-16.8	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
189	-	-1.2	-15.8	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
190	-	-5.8	-14.9	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
191	-	-5.1	-13.4	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
192	-	-10.9	-14	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
193	-	-9.8	-17	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
194	-	-13.8	-22.6	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
195	-	-17.7	-28.1	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
196	-	-20.7	-32.3	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
197	-	-23.6	-36.6	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
198	-	-25.7	-39.6	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
199	-	-29.6	-45.6	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
200	-	-32.7	-50.4	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
201	-	-34.5	-53.4	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
202	-	-38.7	-56.2	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
203	-	-47.1	-57	0	0	0	Iron from dust sample	Iron	Baker,2006-Mar Chem	10.1029/2006GL026557	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
204	-	36.8	-27.7	0	0	0	Iron from dust sample	Iron	Herut,unpublished, from Mahowald,2009		R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
205	-	27.8	-75.5	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
206	-	28.1	-70.9	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
207	-	28.4	-66.9	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
208	-	28.6	-63.3	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
209	-	29.2	-55.2	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
210	-	29.5	-51.3	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
211	-	29.9	-48.2	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
212	-	29.6	-46.5	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
213	-	27.8	-45	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
214	-	25.3	-45	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
215	-	21.5	-45	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
216	-	16.8	-45	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
217	-	13.2	-45	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
218	-	10.2	-45.2	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
219	-	10.2	-46.5	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
220	-	10.5	-47.8	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
221	-	10.5	-47.8	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
222	-	10.5	-55.3	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
223	-	10.1	-53.5	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
224	-	9.2	-51.2	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
225	-	9.2	-49.3	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
226	-	9.4	-47.5	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
227	-	7.4	-48.2	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
228	-	6.3	-47.1	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
229	-	7.2	-45.1	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
230	-	7.2	-43	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
231	-	8.6	-41.3	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
232	-	9.3	-41.5	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
233	-	10.9	-42.4	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
234	-	10.1	-44.7	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
235	-	9.8	-44.5	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
236	-	10.6	-46.6	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
237	-	9.4	-49.2	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
238	-	9.1	-51.8	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
239	-	9.4	-55.3	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
240	-	10.9	-56.1	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
241	-	11.3	-54.8	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
242	-	29.2	-27.4	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
243	-	29.3	-29.6	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
244	-	29.4	-33.5	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
245	-	29.5	-37.4	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
246	-	29.5	-39.3	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
247	-	29.6	-43.2	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
248	-	29.6	-45	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
249	-	25.5	-48.6	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
250	-	22.6	-51.3	0	0	0	Iron from dust sample	Iron	Chen and Siefert,2004	10.1029/2003JD003958	R. Wang et al. (2015), Sources, transport and deposition of iron in the global atmosphere	10.5194/acp-15-6247-2015
