First row	Bin lower limit (um)	Second row	Bin upper limit (um)	0.28137675	0.3125175	0.34365825	0.3762438	0.4117295	0.45037345	0.49245665	0.53828535	0.5881927	0.6425419	0.7017281	0.76618195	0.8363721	0.91280925	0.99604925	1.08669765	1.1854137	1.29291555	1.409985	1.5374737	1.67630885	1.82750035	1.99214785	2.171449	2.36670795	2.57934495	2.81090665	3.06307735	3.33769125	3.63674575	3.96241615	4.31707115	4.7032905	5.12388335	5.581909	6.0806989	6.6238811	7.21540655	7.8595777	8.56108015	9.32501625	10.1569427	11.0629106	12.04950965	13.123916	14.29394455	15.56810555	16.955667	18.4667213	20.11225955	21.9042506	23.85572895	25.9808888	28.29518795	30.81545965	33.5600356	36.5488787	39.80372895	43.3482608	47.208256	51.4117908	55.98944015	60.97450035	66.40323085	72.31511845	78.75316395	85.76419555	93.39920895	101.7137386	110.7682613	120.6286366	131.3665853	143.0602113	155.7945701	169.6622869	184.7642304
Age (ka BP)	Dust MAR (g/m2/a)	Age error (ka)	MAR error (g/m2/a)	0.3125175	0.34365825	0.3762438	0.4117295	0.45037345	0.49245665	0.53828535	0.5881927	0.6425419	0.7017281	0.76618195	0.8363721	0.91280925	0.99604925	1.08669765	1.1854137	1.29291555	1.409985	1.5374737	1.67630885	1.82750035	1.99214785	2.171449	2.36670795	2.57934495	2.81090665	3.06307735	3.33769125	3.63674575	3.96241615	4.31707115	4.7032905	5.12388335	5.581909	6.0806989	6.6238811	7.21540655	7.8595777	8.56108015	9.32501625	10.1569427	11.0629106	12.04950965	13.123916	14.29394455	15.56810555	16.955667	18.4667213	20.11225955	21.9042506	23.85572895	25.9808888	28.29518795	30.81545965	33.5600356	36.5488787	39.80372895	43.3482608	47.208256	51.4117908	55.98944015	60.97450035	66.40323085	72.31511845	78.75316395	85.76419555	93.39920895	101.7137386	110.7682613	120.6286366	131.3665853	143.0602113	155.7945701	169.6622869	184.7642304	208.3394615
0.55	0.57	0.24	0.09	NA	NA	0.069684743	0.061484033	0.097924982	0.108856897	0.114378516	0.129570683	0.144044615	0.157546499	0.173993144	0.190284689	0.204230337	0.22184253	0.236900513	0.263177588	0.290771397	0.304784971	0.337108747	0.369286213	0.399258607	0.437099366	0.474391436	0.514582699	0.557943224	0.613616798	0.66951648	0.721078591	0.785575091	0.853910046	0.935508829	1.013069319	1.091415969	1.18789962	1.293800325	1.407533146	1.514374165	1.634522274	1.773071485	1.922779048	2.065786238	2.220106738	2.387175005	2.550741942	2.722873945	2.892369683	3.06080879	3.226260077	3.372305117	3.499217978	3.612530157	3.691072388	3.722128088	3.709192586	3.644468644	3.52675988	3.356874058	3.131966536	2.868484581	2.587566806	2.299617712	2.021440158	1.770721394	1.554686273	1.372199613	1.214197899	1.066647018	0.920334625	0.769498551	0.617247958	0.469992134	0.333958341	0.219450486	0.131794033	0.071378132	0.041328819
1.00	0.50	0.23	0.08	NA	NA	0.072948341	0.064363375	0.10251084	0.113954618	0.119734662	0.135638133	0.150789682	0.164923453	0.182139739	0.199193558	0.213791352	0.232227165	0.247988938	0.275494388	0.3043776	0.31904441	0.352877142	0.386555499	0.417923996	0.457526719	0.496552436	0.538609594	0.583979378	0.642230924	0.700711861	0.754643543	0.822099611	0.893557471	0.978873544	1.059938383	1.141791354	1.242577704	1.353154156	1.471851468	1.583248247	1.708438532	1.852712267	2.008446793	2.156930154	2.316905057	2.489782251	2.658479558	2.835454191	3.008858872	3.180126042	3.346995286	3.492126801	3.615489085	3.722451376	3.790722614	3.806830345	3.774153735	3.684581087	3.536957667	3.332582272	3.069823078	2.766831061	2.44691937	2.123369322	1.81576273	1.543979183	1.316877799	1.133792454	0.985180825	0.855845802	0.734195951	0.612299513	0.490681438	0.373514265	0.265389373	0.174391576	0.104733448	0.056722496	0.032843047
2.21	0.48	0.49	0.07	NA	NA	0.075668936	0.066763808	0.106334002	0.118204531	0.124200005	0.140696389	0.156412723	0.171073274	0.188931195	0.206620478	0.221762041	0.240884459	0.257232869	0.285762337	0.315720576	0.330932003	0.36602271	0.400952315	0.433484595	0.474556291	0.515027398	0.558640138	0.605684942	0.666085622	0.726718521	0.782625599	0.852548866	0.926610116	1.015025134	1.099011471	1.183787557	1.288160846	1.402635315	1.525471386	1.64066609	1.77006	1.91910599	2.079864538	2.232914258	2.39760425	2.575323197	2.748296791	2.929308536	3.105972101	3.279597709	3.447649256	3.592019119	3.712421438	3.814088538	3.8737969	3.877444669	3.828310164	3.718020827	3.545458682	3.312330002	3.01801492	2.68208565	2.329666743	1.976437334	1.644295738	1.354950417	1.118623617	0.935039373	0.794255874	0.680106991	0.579017604	0.481247128	0.385166495	0.293083381	0.208225373	0.136827223	0.082173616	0.044505088	0.025775931
3.44	0.33	0.47	0.05	NA	NA	0.079116191	0.069805281	0.111178049	0.123589258	0.129857714	0.147105308	0.163537327	0.178865428	0.197536314	0.216030722	0.231861183	0.25185351	0.268945275	0.298772357	0.330092687	0.345994028	0.382678649	0.419193684	0.453200487	0.496133297	0.538435608	0.584019308	0.633186574	0.696310295	0.759669684	0.818079783	0.891129176	0.968489009	1.060830388	1.14851823	1.236998023	1.345916206	1.465329741	1.593409726	1.713416412	1.848136216	2.003228638	2.170352616	2.329186571	2.499850348	2.68370665	2.862098394	3.048225219	3.229017893	3.405629667	3.575179387	3.718584791	3.835237107	3.930195607	3.979054166	3.966914464	3.896928924	3.760391895	3.556230948	3.286670608	2.952373478	2.574711497	2.181104195	1.790270254	1.427043288	1.11544748	0.867431608	0.683214912	0.552349869	0.457442092	0.38240322	0.315201021	0.251476871	0.1911757	0.135797298	0.08923239	0.053590049	0.029023861	0.016805895
4.56	0.26	0.10	0.04	NA	NA	0.085579214	0.075507535	0.120259933	0.13368483	0.140465108	0.159121314	0.17689504	0.193474441	0.213669505	0.233673499	0.25079564	0.27241896	0.290904441	0.323164277	0.357038102	0.37423312	0.413906115	0.453393532	0.490165057	0.536587153	0.58232275	0.631601705	0.684748089	0.752977257	0.821448705	0.884551364	0.963461663	1.047005951	1.146708838	1.241336695	1.336760334	1.454199376	1.582872852	1.720784503	1.849813162	1.994518454	2.160947333	2.34000635	2.509686228	2.691548777	2.88690815	3.075460167	3.271176874	3.459710745	3.641923916	3.814281461	3.955878535	4.065499497	4.147880352	4.176398078	4.134658112	4.025578279	3.839831019	3.576427838	3.238564096	2.82930617	2.373400716	1.902571265	1.441233747	1.019725199	0.666412348	0.396481178	0.211079013	0.098809733	0.039972557	0.013769901	0.00389645	0.000819206	0	0	0	0	0	0
5.57	0.11	0.34	0.02	NA	NA	0.085579161	0.075507684	0.120259937	0.133684635	0.14046498	0.159121254	0.176895028	0.193474424	0.213669454	0.233673412	0.250795623	0.272419103	0.290904506	0.323164136	0.357037985	0.374233074	0.413906024	0.453393475	0.490165117	0.536587172	0.582322626	0.631601523	0.684747925	0.752977128	0.821448539	0.88455122	0.963461453	1.047005776	1.146708918	1.241336687	1.336760147	1.454199182	1.582872629	1.720784265	1.849812929	1.994518216	2.160947102	2.340006138	2.509686521	2.691549478	2.88690808	3.075459224	3.271176678	3.459710882	3.641923921	3.814281402	3.955877541	4.065498507	4.147879824	4.176398299	4.13465839	4.025577382	3.839830576	3.576427798	3.238563005	2.829305166	2.373400533	1.902571272	1.441233705	1.019725267	0.666412397	0.396481107	0.211078935	0.098809591	0.039966246	0.013772962	0.003907928	0.000821026	0	0	0	0	0	0
6.57	0.12	0.08	0.02	NA	NA	0.085579155	0.075507716	0.120260045	0.13368476	0.140465027	0.159121188	0.176894924	0.193474442	0.213669526	0.233673459	0.250795595	0.272419043	0.290904533	0.323164159	0.357037985	0.374233146	0.413906266	0.453393696	0.490165182	0.536587229	0.582322705	0.631601671	0.684748094	0.752977185	0.821448509	0.884551122	0.963461378	1.047005792	1.146708876	1.241336623	1.336760237	1.454199437	1.582872853	1.720784379	1.84981312	1.994518548	2.160947372	2.340006332	2.509686714	2.691549571	2.886908228	3.075459543	3.271176961	3.459711028	3.641923901	3.814281476	3.955877717	4.065498919	4.147880927	4.176397832	4.134657212	4.025577485	3.839830774	3.576428013	3.238563194	2.829305239	2.373400405	1.902571108	1.441233647	1.019725181	0.666412273	0.396481202	0.211078997	0.098809596	0.039974129	0.013772721	0.003897676	0.000819036	0	0	0	0	0	0
7.48	0.08	0.30	0.01	NA	NA	0.08557923	0.075507576	0.120260035	0.133684843	0.140465021	0.159121269	0.176895026	0.193474498	0.213669598	0.233673582	0.250795686	0.272418972	0.290904388	0.323164255	0.35703819	0.374233252	0.413906359	0.453393773	0.490165207	0.536587405	0.582323082	0.631601978	0.684748392	0.752977619	0.821448962	0.884551503	0.963461835	1.047006074	1.146708961	1.241337078	1.336760736	1.454199744	1.582873324	1.720785051	1.849813872	1.99451915	2.160947842	2.340006979	2.50968742	2.691550374	2.88690916	3.075460535	3.271178076	3.459712219	3.641925206	3.814282754	3.955879205	4.06550045	4.147881723	4.176399011	4.134658961	4.0255787	3.839831801	3.576429031	3.238564178	2.829306186	2.373401284	1.902571904	1.441234254	1.019725456	0.6664124	0.396481188	0.211079002	0.098809629	0.039964703	0.013756243	0.003890724	0.000819554	0	0	0	0	0	0
8.38	0.07	0.08	0.01	NA	NA	0.08557923	0.075507576	0.120260035	0.133684843	0.140465021	0.159121269	0.176895026	0.193474498	0.213669598	0.233673582	0.250795686	0.272418972	0.290904388	0.323164255	0.35703819	0.374233252	0.413906359	0.453393773	0.490165207	0.536587405	0.582323082	0.631601978	0.684748392	0.752977619	0.821448962	0.884551503	0.963461835	1.047006074	1.146708961	1.241337078	1.336760736	1.454199744	1.582873324	1.720785051	1.849813872	1.99451915	2.160947842	2.340006979	2.50968742	2.691550374	2.88690916	3.075460535	3.271178076	3.459712219	3.641925206	3.814282754	3.955879205	4.06550045	4.147881723	4.176399011	4.134658961	4.0255787	3.839831801	3.576429031	3.238564178	2.829306186	2.373401284	1.902571904	1.441234254	1.019725456	0.6664124	0.396481188	0.211079002	0.098809629	0.039964703	0.013756243	0.003890724	0.000819554	0	0	0	0	0	0
9.19	0.11	0.33	0.02	NA	NA	0.085579208	0.075507553	0.120259854	0.133684718	0.140465043	0.15912129	0.176895095	0.193474429	0.213669493	0.233673602	0.250795754	0.272419063	0.290904547	0.32316418	0.357037961	0.37423307	0.413906104	0.453393639	0.490165082	0.536587085	0.582322772	0.631601808	0.684748124	0.752977123	0.821448499	0.884551356	0.963461719	1.047005908	1.146708912	1.241336824	1.336760382	1.454199457	1.582872888	1.720784451	1.849813202	1.994518502	2.160947218	2.340006177	2.509686562	2.691549618	2.886908518	3.075459738	3.271177038	3.459711239	3.641923484	3.814280909	3.955878412	4.065499891	4.147881204	4.176397622	4.134657933	4.025578756	3.839830655	3.57642757	3.238563285	2.829305317	2.373400494	1.902571212	1.441233681	1.019725232	0.66641229	0.396481062	0.211078977	0.098809598	0.039968238	0.013768594	0.0039012	0.000821225	0	0	0	0	0	0
10.08	0.15	0.31	0.02	NA	NA	0.07645148	0.067454192	0.107433558	0.119426814	0.12548429	0.142151192	0.158029849	0.172841856	0.190884358	0.208756452	0.224054399	0.243374277	0.259891413	0.288715399	0.318982801	0.334350767	0.369803249	0.405092841	0.437959805	0.479453831	0.520340556	0.564400662	0.611927292	0.672946122	0.734197821	0.790672958	0.861305802	0.936115861	1.025422072	1.110248553	1.195865363	1.301270261	1.416865838	1.540892184	1.65717908	1.787781818	1.93820019	2.100403462	2.254765858	2.420811477	2.599924233	2.774128271	2.956300744	3.133901019	3.308204324	3.476596126	3.620746619	3.740297905	3.840442668	3.897687619	3.897751348	3.843885317	3.727639872	3.547905315	3.306506163	3.003115972	2.657714713	2.295946298	1.934181135	1.594984141	1.300588633	1.061608644	0.877880753	0.739348485	0.629566974	0.534390467	0.443558303	0.354821883	0.269952599	0.19178583	0.126024211	0.075685852	0.040990413	0.0237311
