First row	Bin lower limit (um)	Second row	Bin upper limit (um)	0.28137675	0.3125175	0.34365825	0.3762438	0.4117295	0.45037345	0.49245665	0.53828535	0.5881927	0.6425419	0.7017281	0.76618195	0.8363721	0.91280925	0.99604925	1.08669765	1.1854137	1.29291555	1.409985	1.5374737	1.67630885	1.82750035	1.99214785	2.171449	2.36670795	2.57934495	2.81090665	3.06307735	3.33769125	3.63674575	3.96241615	4.31707115	4.7032905	5.12388335	5.581909	6.0806989	6.6238811	7.21540655	7.8595777	8.56108015	9.32501625	10.1569427	11.0629106	12.04950965	13.123916	14.29394455	15.56810555	16.955667	18.4667213	20.11225955	21.9042506	23.85572895	25.9808888	28.29518795	30.81545965	33.5600356	36.5488787	39.80372895	43.3482608	47.208256	51.4117908	55.98944015	60.97450035	66.40323085	72.31511845	78.75316395	85.76419555	93.39920895	101.7137386	110.7682613	120.6286366	131.3665853	143.0602113	155.7945701	169.6622869	184.7642304
Age (ka BP)	Dust MAR (g/m2/a)	Age error (ka)	MAR error (g/m2/a)	0.3125175	0.34365825	0.3762438	0.4117295	0.45037345	0.49245665	0.53828535	0.5881927	0.6425419	0.7017281	0.76618195	0.8363721	0.91280925	0.99604925	1.08669765	1.1854137	1.29291555	1.409985	1.5374737	1.67630885	1.82750035	1.99214785	2.171449	2.36670795	2.57934495	2.81090665	3.06307735	3.33769125	3.63674575	3.96241615	4.31707115	4.7032905	5.12388335	5.581909	6.0806989	6.6238811	7.21540655	7.8595777	8.56108015	9.32501625	10.1569427	11.0629106	12.04950965	13.123916	14.29394455	15.56810555	16.955667	18.4667213	20.11225955	21.9042506	23.85572895	25.9808888	28.29518795	30.81545965	33.5600356	36.5488787	39.80372895	43.3482608	47.208256	51.4117908	55.98944015	60.97450035	66.40323085	72.31511845	78.75316395	85.76419555	93.39920895	101.7137386	110.7682613	120.6286366	131.3665853	143.0602113	155.7945701	169.6622869	184.7642304	208.3394615
1.92	2.16	0.20	0.52	NA	NA	0.0792982	0.069965902	0.11143387	0.123873619	0.13015654	0.147443894	0.163913674	0.179276954	0.197990768	0.216527704	0.2323946	0.252432919	0.269563955	0.299459492	0.330851684	0.346789525	0.383558371	0.420157142	0.454241865	0.497272988	0.539672003	0.585359758	0.634639039	0.697906607	0.761410079	0.81995237	0.893166863	0.970700879	1.063249681	1.151133123	1.239808374	1.348966668	1.468641175	1.596998071	1.717259109	1.852260167	2.007671644	2.175132182	2.334272524	2.50525157	2.689430891	2.868108865	3.054505545	3.23551654	3.412286681	3.581914821	3.725269347	3.841724025	3.936328208	3.984613445	3.971639505	3.900552449	3.762629753	3.556800355	3.285315618	2.948906871	2.569040812	2.173258049	1.780437966	1.41556917	1.102798098	0.854164809	0.669914708	0.539573502	0.44568196	0.372018966	0.306431237	0.244416014	0.185793462	0.131972035	0.086718638	0.052080499	0.028205683	0.016325926
2.35	1.64	0.20	0.34	NA	NA	0.078600284	0.069350145	0.110453177	0.122783431	0.129011026	0.146146263	0.162471139	0.177699269	0.196248533	0.214622535	0.230349927	0.250212029	0.267192543	0.296825417	0.327941857	0.343740005	0.380186105	0.416463894	0.450250117	0.492904391	0.53493263	0.580221378	0.629071015	0.691787287	0.754738725	0.812774229	0.88535581	0.962222017	1.053975836	1.141109806	1.229035342	1.337273528	1.455948056	1.5832433	1.702529958	1.836452746	1.990640209	2.156811654	2.314780319	2.484549859	2.667487166	2.845068449	3.030429827	3.210604712	3.38676994	3.556095026	3.69964441	3.816857869	3.912820846	3.963303253	3.95352529	3.886659799	3.754051253	3.55461915	3.290510224	2.962196166	2.59077944	2.2033354	1.818128646	1.459553742	1.151287718	0.905021065	0.720899065	0.588549751	0.490762629	0.411825429	0.340048895	0.271482842	0.206425725	0.146635815	0.096354677	0.057867399	0.031340922	0.018151668
3.28	1.46	0.36	0.30	NA	NA	0.080159614	0.070726003	0.112644417	0.125219267	0.131570455	0.149045539	0.165694111	0.181224171	0.200141172	0.218879358	0.23491843	0.255174146	0.272490914	0.302710778	0.334443379	0.350553599	0.387720739	0.424715718	0.459169005	0.502665203	0.545521844	0.59170222	0.641511944	0.705460006	0.769644846	0.828812538	0.902808197	0.981166674	1.074696725	1.163505184	1.253106124	1.363400141	1.484308767	1.613975956	1.735439478	1.871771784	2.028694424	2.197745911	2.358331648	2.530803472	2.71651632	2.89654865	3.084224115	3.266266532	3.443783209	3.613786304	3.756899444	3.872416246	3.965343987	4.010917926	3.993998667	3.917700828	3.77321863	3.559492691	3.278903095	2.932502303	2.542207168	2.136131016	1.733912909	1.361275597	1.042944034	0.791389599	0.606981574	0.479119086	0.390036004	0.322883277	0.264934828	0.211005803	0.160325875	0.113871631	0.074824278	0.044937154	0.024337371	0.01408995
4.23	1.36	0.30	0.28	NA	NA	0.07948068	0.070127008	0.11169044	0.124158772	0.1304561	0.147783203	0.164290883	0.179689549	0.198446439	0.217025979	0.2329293	0.253013649	0.270184078	0.300148408	0.33161268	0.347587038	0.384440265	0.421122983	0.455285836	0.498415482	0.540911475	0.58670362	0.636095322	0.69950707	0.763154858	0.821829614	0.895209615	0.972918336	1.065675089	1.15375453	1.242626002	1.352025021	1.471960923	1.600595172	1.721110735	1.856393957	2.012125708	2.17992306	2.339369533	2.510665324	2.695169723	2.874134901	3.060802889	3.242032254	3.418960725	3.588668246	3.731970758	3.848226265	3.942475857	3.990187001	3.976377376	3.904186463	3.76487377	3.557370734	3.283956713	2.945431007	2.563355054	2.165391439	1.770580183	1.404065407	1.090116142	0.840863947	0.656580468	0.526764417	0.433891642	0.361608034	0.297638911	0.237337014	0.180397365	0.128136897	0.084198464	0.050566962	0.027386157	0.015853081
4.97	1.10	0.18	0.21	NA	NA	0.080860068	0.071344094	0.113628823	0.126313471	0.132720056	0.150347812	0.167141876	0.182807623	0.201889825	0.220791603	0.236970662	0.257403135	0.274870977	0.305354458	0.337363837	0.353614312	0.391105325	0.428422479	0.463175346	0.50704976	0.550278606	0.596859451	0.64710038	0.711601802	0.776340736	0.836017118	0.910648083	0.989676771	1.084004676	1.173565367	1.263918918	1.375136355	1.497048506	1.627781398	1.750222931	1.887637924	2.045789698	2.216134076	2.377894874	2.551580794	2.738540388	2.919673739	3.108388607	3.291270493	3.469394419	3.639701404	3.782618025	3.897372623	3.988937635	4.032307734	4.012179851	3.931644068	3.781828385	3.561681292	3.273688968	2.91916356	2.520387475	2.105941739	1.696082082	1.317127942	0.994274981	0.740345247	0.555808632	0.429961643	0.344788599	0.28292958	0.231192875	0.183838963	0.139617411	0.099153651	0.065152629	0.039128753	0.021191795	0.012270805
5.26	1.09	0.20	0.22	NA	NA	0.081307688	0.071738927	0.114257625	0.127012448	0.13345453	0.151179852	0.168066797	0.183819192	0.203006939	0.222013229	0.238281725	0.25882712	0.276391432	0.307043382	0.339229529	0.355569583	0.393267551	0.430790501	0.465734865	0.50985082	0.553317251	0.600153962	0.650670502	0.715525453	0.780618307	0.840619573	0.91565631	0.99511322	1.08995087	1.17999208	1.270826468	1.382633926	1.505187632	1.636601728	1.759667475	1.897772936	2.056709389	2.227880563	2.390392382	2.564853356	2.752609532	2.934447068	3.123826133	3.307243467	3.485754659	3.656255979	3.799047941	3.913316029	4.004009805	4.04597097	4.023793777	3.940551637	3.787328955	3.563079605	3.270357351	2.910641835	2.506448508	2.086656147	1.671914978	1.28892514	0.963183439	0.707736349	0.52311771	0.398558263	0.315883006	0.257405772	0.209637333	0.166483811	0.126388078	0.089751302	0.058973915	0.035418532	0.01918464	0.011111215
5.69	0.75	0.13	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5.89	0.40	0.14	0.07	NA	NA	0.07598873	0.067045852	0.106783256	0.11870398	0.124724797	0.141290855	0.157073543	0.171796054	0.189729372	0.207493265	0.222698686	0.24190174	0.258319081	0.286968927	0.317053462	0.332328849	0.367567509	0.40264422	0.435313248	0.47655755	0.517198382	0.560993894	0.608235658	0.668888913	0.729774665	0.785913991	0.856127248	0.930494411	1.019273561	1.103603197	1.188722738	1.293517494	1.40845007	1.531772463	1.647413465	1.777301362	1.926908029	2.088256832	2.241842783	2.407086797	2.585375626	2.758851742	2.940337739	3.117383666	3.291285308	3.459476584	3.603757975	3.723812255	3.824856753	3.883559154	3.88574275	3.834674549	3.721951349	3.546458268	3.309949535	3.011926432	2.672127634	2.315888456	1.959171245	1.624147012	1.332738255	1.095327187	0.911684115	0.77182055	0.659456147	0.560782717	0.46584734	0.372767639	0.283632125	0.201508142	0.132413101	0.079522678	0.043068683	0.024938362
6.30	0.37	0.24	0.06	NA	NA	0.075068373	0.066233924	0.105490063	0.11726633	0.123214155	0.139579664	0.155171387	0.169715635	0.187431834	0.204980844	0.220002415	0.238973192	0.255192104	0.283495599	0.313216471	0.328307606	0.363120569	0.397773942	0.430049313	0.470796623	0.510948529	0.554217826	0.600892881	0.660819178	0.720977045	0.776448043	0.84582664	0.919313033	1.007043752	1.090385143	1.174515963	1.278097402	1.391711373	1.513633734	1.62798989	1.75645566	1.904447993	2.064097152	2.216138528	2.379787772	2.556438397	2.72846772	2.908588673	3.084533528	3.257637969	3.425427883	3.569965086	3.691020245	3.793855996	3.85545514	3.861855265	3.816354583	3.710638455	3.543582452	3.316801887	3.02945371	2.700795982	2.355553251	2.008876126	1.682151488	1.396683572	1.162393459	0.978919281	0.836407475	0.718905795	0.613277211	0.510180389	0.408461677	0.31084052	0.220845754	0.145120506	0.087154371	0.047201568	0.027327003
7.01	0.40	0.26	0.09	NA	NA	0.077320779	0.068221282	0.108655227	0.120784814	0.126911107	0.14376745	0.159826672	0.174807031	0.193054527	0.211129658	0.226601381	0.24614063	0.26284523	0.291996484	0.322607254	0.33814926	0.374003845	0.40969318	0.442931974	0.484895439	0.526244003	0.570801085	0.618862917	0.680568501	0.742507821	0.79961424	0.871035602	0.946677456	1.036973731	1.122733813	1.209284687	1.315835653	1.432676837	1.558025769	1.675526273	1.807472155	1.959415283	2.12322387	2.279045296	2.446597796	2.62725779	2.802827983	2.986291087	3.164932914	3.339988589	3.508757952	3.652666316	3.771271794	3.869723436	3.924232919	3.920316106	3.861189496	3.738324175	3.550621468	3.300034492	2.986561644	2.630635622	2.258479604	1.887230761	1.540194184	1.240187107	0.998259176	0.814371896	0.67834095	0.573411884	0.484805345	0.401682348	0.32110604	0.24425201	0.173519749	0.114020987	0.068477125	0.037086551	0.021474486
7.66	0.43	0.07	0.07	NA	NA	0.075414696	0.066539689	0.105977006	0.117807595	0.123782947	0.140223955	0.155887517	0.170498877	0.188296837	0.205926779	0.221017556	0.240075767	0.256369377	0.284803266	0.314661109	0.329821651	0.364794883	0.399607617	0.432031244	0.47296581	0.513301841	0.556769183	0.603657606	0.663857675	0.724289549	0.780012062	0.849704871	0.923522931	1.011648412	1.095361892	1.179865034	1.283903318	1.398013743	1.520463212	1.635303116	1.764304339	1.912904519	2.07319371	2.22581662	2.390066059	2.567333901	2.739908679	2.920543015	3.096902014	3.270307217	3.438248325	3.582689244	3.703368432	3.805529917	3.866037035	3.870848418	3.823252472	3.714899293	3.54466642	3.314222599	3.022854224	2.690001582	2.340619073	1.990161393	1.660311598	1.372606922	1.137141759	0.953604052	0.812089254	0.696521854	0.593512092	0.493488125	0.395022055	0.30059596	0.213564768	0.140335887	0.084280948	0.045644999	0.026422602
